uf;municipio;escola;rede;TXApro_Total_2017;TXApro_1aSERIE_2017;TXApro_2aSERIE_2017;TXApro_3aSERIE_2017;TXApro_4aSERIE_2017;Indicador de Rendimento (P)_2017;TXApro_Total_2019;TXApro_1aSERIE_2019;TXApro_2aSERIE_2019;TXApro_3aSERIE_2019;TXApro_4aSERIE_2019;Indicador de Rendimento (P)_2019;TXApro_Total_2021;TXApro_1aSERIE_2021;TXApro_2aSERIE_2021;TXApro_3aSERIE_2021;TXApro_4aSERIE_2021;Indicador de Rendimento (P)_2021;TXApro_Total_2023;TXApro_1aSERIE_2023;TXApro_2aSERIE_2023;TXApro_3aSERIE_2023;TXApro_4aSERIE_2023;Indicador de Rendimento (P)_2023;saeb_Mat_2017;saeb_Port_2017;saeb_Media_padronizada_2017;saeb_Mat_2019;saeb_Port_2019;saeb_Media_padronizada_2019;saeb_Mat_2021;saeb_Port_2021;saeb_Media_padronizada_2021;saeb_Mat_2023;saeb_Port_2023;saeb_Media_padronizada_2023;IDEB_2017;IDEB_2019;IDEB_2021;IDEB_2023;Meta_2019;Meta_2021
AP;Macapá;NUCLEO DE EDUCACAO INTEGRADA - NEI;Privada;97.400;92.100;100.000;100.000;;0.972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AP;Macapá;COLEGIO INTERGENIUS;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;311.910;304.780;5.633;;;;;;;;;;5.600;;;;5.800;6.000
AP;Macapá;ESCOLA META;Privada;99.400;98.500;100.000;100.000;;0.995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AP;Macapá;CENTRO DE ENSINO PODIUM;Privada;97.800;95.300;98.200;98.900;;0.974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AP;Macapá;CEDAP - CENTRO DE EDUCACAO DO AMAPA;Privada;99.200;98.100;100.000;100.000;;0.994;;;;;;;;;;;;;;;;;;;265.420;281.750;4.635;;;;;;;;;;4.600;;;;4.800;5.000
AP;Macapá;COLEGIO EQUIPE MACAPA;Privada;98.600;100.000;100.000;97.100;;0.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AP;Mazagão;ESC FAMILIA AGROEXTRATIVISTA DO CARVAO;Privada;88.700;82.400;91.300;100.000;;0.907;;;;;;;;;;;;;;;;;;;261.870;252.810;4.152;;;;;;;;;;3.800;;;;4.000;4.200
AP;Santana;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL GOVERNADOR JANARY GENTIL NUNES;Privada;96.700;94.300;97.500;98.700;;0.968;;;;;;;;;;;;;;;;;;;288.500;279.530;4.926;;;;;;;;;;4.800;;;;5.000;5.200
AP;Santana;GRUPO PERSPECTIVAS CONSTRUTIVAS;Privada;94.100;86.500;97.400;100.000;;0.943;;;;;;;;;;;;;;;;;;;285.310;309.590;5.331;;;;;;;;;;5.000;;;;5.200;5.400
TO;Araguaína;ASSOCIACAO SANTA CRUZ DE ARAGUAINA;Privada;95.300;90.500;97.900;98.400;;0.955;;;;;;;;;;;;;;;;;;;356.730;325.180;6.568;;;;;;;;;;6.300;;;;6.400;6.600
TO;Araguaína;EDUCANDARIO DE ARAGUAINA;Privada;95.600;94.100;92.900;100.000;;0.956;;;;;;;;;;;;;;;;;;;299.530;298.980;5.372;;;;;;;;;;5.100;;;;5.300;5.500
TO;Araguaína;COLEGIO INTELECTUS;Privada;91.900;80.000;100.000;100.000;;0.923;;;;;;;;;;;;;;;;;;;334.280;336.530;6.422;;;;;;;;;;5.900;;;;6.100;6.300
TO;Araguaína;CENTRO DE ATIVIDADE DO TRABALHADOR;Privada;96.500;89.300;100.000;100.000;;0.962;;;;;;;;;;;;;;;;;;;278.900;272.990;4.693;;;;;;;;;;4.500;;;;4.700;4.900
TO;Colinas do Tocantins;COL ALBERT EINSTEIN;Privada;97.700;94.100;100.000;100.000;;0.980;;;;;;;;;;;;;;;;;;;332.880;312.330;6.040;;;;;;;;;;5.900;;;;6.100;6.300
TO;Formoso do Araguaia;COLEGIO DR DANTE PAZZANESE;Privada;95.600;91.000;97.100;100.000;;0.959;;;;;;;;;;;;;;;;;;;302.160;289.230;5.263;;;;;;;;;;5.000;;;;5.300;5.500
TO;Formoso do Araguaia;COOPERATIVA DE TRABALHO EDUCACIONAL DE FORMOSO DO ARAGUAIA - COLEGIO COOPEFA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;297.490;295.310;5.289;;;;;;;;;;5.300;;;;5.500;5.700
TO;Guaraí;COLEGIO COMERCIAL IMPACTO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Gurupi;COLEGIO O CASTELINHO;Privada;97.900;92.300;100.000;100.000;;0.973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Gurupi;COLEGIO BERNARDO SAYAO DE GURUPI;Privada;97.400;91.800;100.000;100.000;;0.971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Gurupi;CENTRO EDUCACIONAL DE GURUPI;Privada;94.300;90.000;93.800;100.000;;0.944;;;;;;;;;;;;;;;;;;;359.460;346.850;6.930;;;;;;;;;;6.500;;;;6.700;6.900
TO;Gurupi;COLEGIO ADVENTISTA DE GURUPI;Privada;96.100;90.000;100.000;97.500;;0.956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Gurupi;CET-SESI CENTRO DE ENS TRAB-SERV SOCIAL DA IND;Privada;97.100;91.700;100.000;100.000;;0.971;;;;;;;;;;;;;;;;;;;336.230;304.810;5.975;;;;;;;;;;5.800;;;;6.000;6.200
TO;Paraíso do Tocantins;COLEGIO SAO GERALDO;Privada;86.100;80.000;83.300;93.100;;0.851;;;;;;;;;;;;;;;;;;;283.680;274.720;4.786;;;;;;;;;;4.100;;;;4.300;4.500
TO;Porto Nacional;COL SAGRADO CORACAO DE JESUS;Privada;90.800;88.900;92.100;92.600;;0.912;;;;;;;;;;;;;;;;;;;341.990;311.970;6.163;;;;;;;;;;5.600;;;;5.800;6.000
TO;Palmas;COLEGIO ULBRA PALMAS;Privada;99.100;100.000;97.400;100.000;;0.991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Palmas;COLEGIO COC PALMAS;Privada;84.600;74.200;90.000;90.000;;0.840;;;;;;;;;;;;;;;;;;;327.910;317.480;6.048;;;;;;;;;;5.100;;;;5.300;5.500
TO;Palmas;CENTRO EDUCACIONAL SAO FRANCISCO DE ASSIS;Privada;97.900;100.000;100.000;92.900;;0.975;;;;;;;;;;;;;;;;;;;327.190;323.030;6.121;;;;;;;;;;6.000;;;;6.100;6.300
TO;Palmas;UPERIMM INSTITUTO DE ENSINO LTDA;Privada;94.600;89.200;100.000;96.400;;0.950;;;;;;;;;;;;;;;;;;;328.800;308.760;5.930;;;;;;;;;;5.600;;;;5.800;6.000
TO;Palmas;SUPREMO PALMAS DE ENSINO LTDA;Privada;96.600;90.900;100.000;100.000;;0.968;;;;;;;;;;;;;;;;;;;286.750;275.230;4.837;;;;;;;;;;4.700;;;;4.900;5.100
TO;Palmas;COLEGIO DOM BOSCO INTEGRAL;Privada;97.300;95.800;95.800;100.000;;0.972;;;;;;;;;;;;;;;;;;;369.150;352.070;7.145;;;;;;;;;;6.900;;;;7.100;7.200
TO;Palmas;COLEGIO RIBEIRO DE CASTRO;Privada;92.600;94.400;91.900;90.900;;0.924;;;;;;;;;;;;;;;;;;;378.720;345.780;7.185;;;;;;;;;;6.600;;;;6.800;6.900
TO;Palmas;COLEGIO OLIMPO UNIDADE II;Privada;94.800;96.700;90.500;98.500;;0.951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Palmas;COLEGIO NABLA E VESTIBULARES;Privada;98.000;95.100;100.000;100.000;;0.983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Palmas;COLEGIO INTERACAO VOZES ATIVAS;Privada;93.500;91.100;96.100;93.800;;0.936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Palmas;COLEGIO OLIMPO PALMAS INTEGRAL;Privada;100.000;;;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TO;Palmas;COLEGIO IDEAL DE PALMAS;Privada;93.100;84.900;98.400;96.600;;0.929;;;;;;;;;;;;;;;;;;;318.500;304.310;5.718;;;;;;;;;;5.300;;;;5.500;5.700
TO;Palmas;COLEGIO UNIDADE DE PALMAS;Privada;90.200;75.000;92.000;100.000;;0.877;;;;;;;;;;;;;;;;;;;333.480;336.490;6.410;;;;;;;;;;5.600;;;;5.800;6.000
MA;Açailândia;IE ADONAI;Privada;98.000;94.100;100.000;100.000;;0.980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;Arari;COL ARARIENSE;Privada;90.300;81.300;100.000;100.000;;0.929;;;;;;;;;;;;;;;;;;;276.760;307.230;5.176;;;;;;;;;;4.800;;;;5.000;5.200
MA;Bacabal;ESCOLA BATISTA;Privada;86.300;79.100;86.700;100.000;;0.878;;;;;;;;;;;;;;;;;;;290.470;301.490;5.282;;;;;;;;;;4.600;;;;4.800;5.100
MA;Balsas;CE APRENDER PENSANDO;Privada;96.400;91.300;100.000;100.000;;0.969;;;;;;;;;;;;;;;;;;;314.290;317.080;5.850;;;;;;;;;;5.700;;;;5.900;6.000
MA;Balsas;COL SAO PIO X;Privada;96.400;90.400;100.000;100.000;;0.966;;;;;;;;;;;;;;;;;;;318.070;305.860;5.736;;;;;;;;;;5.500;;;;5.700;5.900
MA;Balsas;COLEGIO DOM BOSCO BALSAS;Privada;98.400;96.700;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;Caxias;COLEGIO SAO JOSE;Privada;95.500;89.700;100.000;100.000;;0.963;;;;;;;;;;;;;;;;;;;328.450;326.400;6.189;;;;;;;;;;6.000;;;;6.100;6.300
MA;Caxias;ESC CASTRO ALVES E JI MORANGUINHO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;314.390;305.410;5.677;;;;;;;;;;5.700;;;;5.900;6.100
MA;Coroatá;COLEGIO DIOCESANO DE COROATA;Privada;98.000;95.400;98.400;100.000;;0.979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;Imperatriz;COMPLEXO EDUCACIONAL DOM BOSCO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;Imperatriz;ESCOLA COELHO NETO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;265.160;271.770;4.482;;;;;;;;;;4.500;;;;4.700;4.900
MA;Imperatriz;INST EDUCACIONAL SUL MARANHENSE COC;Privada;96.900;95.000;100.000;94.700;;0.965;;;;;;;;;;;;;;;;;;;337.210;330.370;6.371;;;;;;;;;;6.100;;;;6.300;6.500
MA;Lago do Junco;CENTRO FAMILIAR DE FORMACAO POR ALTERNANCIA MANOEL MONTEIRO;Privada;97.600;93.900;100.000;100.000;;0.979;;;;;;;;;;;;;;;;;;;288.160;279.380;4.919;;;;;;;;;;4.800;;;;5.000;5.200
MA;Pedreiras;COLEGIO SAO FRANCISCO;Privada;99.000;96.300;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;Pedreiras;COL BATISTA ELEUTERIO ROCHA;Privada;96.500;90.700;100.000;100.000;;0.967;;;;;;;;;;;;;;;;;;;326.480;305.650;5.851;;;;;;;;;;5.700;;;;5.800;6.000
MA;Pinheiro;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO;Privada;98.400;96.800;98.600;100.000;;0.984;;;;;;;;;;;;;;;;;;;312.420;308.240;5.692;;;;;;;;;;5.600;;;;5.800;6.000
MA;Santa Inês;ESCOLA HORAS ALEGRES;Privada;96.000;94.400;93.100;100.000;;0.957;;;;;;;;;;;;;;;;;;;321.990;316.330;5.947;;;;;;;;;;5.700;;;;5.900;6.100
MA;Santa Inês;COLEGIO ATUACAO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;282.920;300.050;5.155;;;;;;;;;;5.200;;;;5.400;5.600
MA;São Luís;CENTRO EDUCACIONAL MONTESSORIANO REINO INFANTIL;Privada;98.600;96.300;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;São Luís;UPAON EDUCACIONAL LTDA;Privada;89.700;82.800;93.900;93.900;;0.899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;São Luís;COLEGIO ADVENTISTA DE SAO LUIS;Privada;95.600;96.800;95.000;94.900;;0.956;;;;;;;;;;;;;;;;;;;270.230;264.100;4.438;;;;;;;;;;4.200;;;;4.500;4.700
MA;São Luís;COLEGIO DOM BOSCO LTDA;Privada;88.300;81.500;84.600;98.200;;0.875;;;;;;;;;;;;;;;;;;;360.180;340.700;6.849;;;;;;;;;;6.000;;;;6.200;6.300
MA;São Luís;COL SOLUCAO MARANHENSE;Privada;96.300;87.500;95.000;100.000;;0.939;;;;;;;;;;;;;;;;;;;252.760;268.060;4.252;;;;;;;;;;4.000;;;;4.200;4.400
MA;São Luís;ESC SAO JOSE;Privada;96.000;87.500;100.000;100.000;;0.955;;;;;;;;;;;;;;;;;;;282.880;308.090;5.275;;;;;;;;;;5.000;;;;5.200;5.400
MA;São Luís;AEVSLM COLEGIO SAO VICENTE DE PAULO;Privada;93.600;85.200;97.900;100.000;;0.939;;;;;;;;;;;;;;;;;;;320.650;314.040;5.894;;;;;;;;;;5.500;;;;5.700;5.900
MA;São Luís;ESCOLA SESI SAO LUIS;Privada;93.600;83.100;97.500;100.000;;0.929;;;;;;;;;;;;;;;;;;;310.790;297.600;5.510;;;;;;;;;;5.100;;;;5.300;5.500
MA;São Luís;COLEGIO O BOM PASTOR;Privada;99.400;;99.300;99.500;;0.994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;São Luís;COLEGIO EDUCALLIS;Privada;99.700;98.900;100.000;100.000;;0.996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;São Luís;ENSINO MEDIO INVICTUS - CALHAU;Privada;87.300;88.500;91.200;83.300;;0.875;;;;;;;;;;;;;;;;;;;336.410;306.580;6.004;;;;;;;;;;5.300;;;;5.500;5.700
MA;São Luís;COLEGIO LITERATO;Privada;98.600;100.000;95.800;100.000;;0.986;;;;;;;;;;;;;;;;;;;366.610;333.550;6.832;;;;;;;;;;6.700;;;;6.900;7.000
MA;São Luís;ESC DOM QUIXOTE;Privada;96.800;100.000;96.600;92.900;;0.964;;;;;;;;;;;;;;;;;;;263.590;274.150;4.496;;;;;;;;;;4.300;;;;4.500;4.800
MA;São Luís;ESCOLA RAIO DE SOL;Privada;99.200;100.000;100.000;97.400;;0.991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;São Luís;GRUPO EDUCACIONAL PARALELO LTDA;Privada;96.000;93.900;95.100;98.100;;0.957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;São Luís;CENTRO DE EDUCACAO INTERNACIONAL;Privada;88.300;83.300;84.400;100.000;;0.886;;;;;;;;;;;;;;;;;;;339.590;331.220;6.417;;;;;;;;;;5.700;;;;5.900;6.100
MA;São Luís;ESCOLA NOSSO MUNDO;Privada;93.200;81.800;96.300;100.000;;0.920;;;;;;;;;;;;;;;;;;;316.890;316.570;5.879;;;;;;;;;;5.400;;;;5.600;5.800
MA;São Luís;COLEGIO PALADIUM;Privada;100.000;100.000;;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA;Timon;UE EDEN LTDA;Privada;97.600;92.900;100.000;100.000;;0.975;;;;;;;;;;;;;;;;;;;294.390;289.340;5.156;;;;;;;;;;5.000;;;;5.200;5.400
MA;Urbano Santos;EC STA MARIA BERTILLA;Privada;97.300;100.000;91.700;100.000;;0.971;;;;;;;;;;;;;;;;;;;264.930;248.380;4.129;;;;;;;;;;4.000;;;;4.200;4.400
MA;Urbano Santos;INST INF O PEQUENO PRINCIPE;Privada;97.500;96.700;100.000;96.400;;0.977;;;;;;;;;;;;;;;;;;;283.430;298.900;5.145;;;;;;;;;;5.000;;;;5.200;5.400
MA;Zé Doca;COLEGIO LA SALLE ZE DOCA;Privada;95.200;91.700;94.600;100.000;;0.953;;;;;;;;;;;;;;;;;;;255.290;263.050;4.213;;;;;;;;;;4.000;;;;4.200;4.500
PI;Água Branca;EDUCANDARIO BONUS LTDA;Privada;92.500;90.900;89.300;100.000;;0.932;;;;;;;;;;;;;;;;;;;318.480;307.520;5.766;;;;;;;;;;5.400;;;;5.600;5.800
PI;Altos;EDUCANDARIO SAO JOSE;Privada;93.900;100.000;100.000;84.200;;0.941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Barras;COOP EDUC DE BARRAS COLEGIO PRATICUS;Privada;94.400;88.500;100.000;100.000;;0.958;;;;;;;;;;;;;;;;;;;336.910;339.310;6.501;;;;;;;;;;6.200;;;;6.400;6.600
PI;Campo Maior;COLEGIO ALFABETOC;Privada;92.100;91.700;84.600;100.000;;0.917;;;;;;;;;;;;;;;;;;;303.570;330.900;5.907;;;;;;;;;;5.400;;;;5.600;5.800
PI;Corrente;INSTITUTO BATISTA CORRENTINO;Privada;96.200;100.000;85.700;100.000;;0.947;;;;;;;;;;;;;;;;;;;259.610;274.670;4.448;;;;;;;;;;4.200;;;;4.400;4.600
PI;Floriano;COLEGIO INDUSTRIAL SAO FRANCISCO DE ASSIS;Privada;98.400;96.200;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;360.240;327.930;6.658;;;;;;;;;;6.600;;;;6.700;6.900
PI;Floriano;COLEGIO IMPACTO;Privada;98.300;98.500;98.400;98.000;;0.983;;;;;;;;;;;;;;;;;;;310.650;309.400;5.684;;;;;;;;;;5.600;;;;5.800;6.000
PI;José de Freitas;ESCOLA PEQUENO POLEGAR;Privada;97.600;93.800;100.000;100.000;;0.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Oeiras;SOCIEDADE EDUCACIONAL PAULO FREIRE LTDA ME;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;351.380;331.930;6.594;;;;;;;;;;6.600;;;;6.800;6.900
PI;Parnaíba;COLEGIO NOSSA SENHORA DAS GRACAS;Privada;96.200;88.200;100.000;100.000;;0.957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Parnaíba;ESCOLA INTEGRADA DEPUTADO MORAES SOUZA;Privada;91.700;79.200;97.200;100.000;;0.911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Parnaíba;UNID ESC SAO LUIZ GONZAGA;Privada;93.800;90.900;89.400;100.000;;0.932;;;;;;;;;;;;;;;;;;;322.650;316.810;5.964;;;;;;;;;;5.600;;;;5.800;5.900
PI;Parnaíba;COOP EDUCACIONAL ASSIS BRASIL;Privada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Pedro II;ECOESCOLA THOMAS A KEMPIS;Privada;96.400;94.400;93.800;100.000;;0.960;;;;;;;;;;;;;;;;;;;271.050;276.930;4.642;;;;;;;;;;4.500;;;;4.700;4.900
PI;Picos;INSTITUTO EDUCACIONAL SANTA RITA;Privada;99.400;100.000;98.100;100.000;;0.994;;;;;;;;;;;;;;;;;;;348.930;325.870;6.469;;;;;;;;;;6.400;;;;6.600;6.700
PI;Picos;ESCOLA MACHADO DE ASSIS;Privada;100.000;;;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Piracuruca;ESCOLINHA GENIUS INFANTIL LTDA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;294.710;279.740;5.016;;;;;;;;;;5.000;;;;5.200;5.400
PI;Piripiri;UNIDADE ESCOLAR CRISTO LTDA;Privada;97.400;100.000;94.700;100.000;;0.982;;;;;;;;;;;;;;;;;;;316.500;305.270;5.705;;;;;;;;;;5.600;;;;5.800;6.000
PI;São Raimundo Nonato;COLEGIO NOSSA SENHORA DAS MERCES;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;336.260;332.790;6.394;;;;;;;;;;6.400;;;;6.600;6.700
PI;Teresina;ANBEAS - COLEGIO SAGRADO CORACAO DE JESUS;Privada;89.300;80.100;91.200;100.000;;0.897;;;;;;;;;;;;;;;;;;;413.190;357.250;7.841;;;;;;;;;;7.000;;;;7.200;7.300
PI;Teresina;COLEGIO SAO FRANCISCO DE SALES;Privada;96.200;95.600;94.100;100.000;;0.965;;;;;;;;;;;;;;;;;;;391.360;355.290;7.505;;;;;;;;;;7.200;;;;7.400;7.500
PI;Teresina;ESCOLA ALTERNATIVA - COOPERATIVA EDUCACIONAL DE TERESINA LTDA;Privada;97.900;90.000;100.000;100.000;;0.964;;;;;;;;;;;;;;;;;;;279.950;296.950;5.067;;;;;;;;;;4.900;;;;5.100;5.300
PI;Teresina;EDUCANDARIO SANTA MARIA GORETTI;Privada;91.800;88.700;90.500;97.800;;0.922;;;;;;;;;;;;;;;;;;;420.780;367.860;8.106;;;;;;;;;;7.500;;;;7.600;7.700
PI;Teresina;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL EMBAIXADOR ESPEDITO DE FREITAS RESENDE;Privada;97.300;96.200;95.700;100.000;;0.973;;;;;;;;;;;;;;;;;;;338.540;325.860;6.322;;;;;;;;;;6.100;;;;6.300;6.500
PI;Teresina;ESCOLA SANTA HELENA;Privada;98.700;95.200;100.000;100.000;;0.983;;;;;;;;;;;;;;;;;;;334.240;319.540;6.167;;;;;;;;;;6.100;;;;6.200;6.400
PI;Teresina;ESCOLA CIDADAO CIDADA;Privada;84.000;87.700;74.100;93.900;;0.844;;;;;;;;;;;;;;;;;;;405.030;351.620;7.642;;;;;;;;;;6.400;;;;6.600;6.800
PI;Teresina;ESCOLA DOM BOSCO;Privada;94.000;90.000;;100.000;;0.947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;ESCOLA SANTA ANGELICA LTDA;Privada;94.700;86.300;100.000;100.000;;0.950;;;;;;;;;;;;;;;;;;;321.210;314.430;5.908;;;;;;;;;;5.600;;;;5.800;6.000
PI;Teresina;COLEGIO OBJETIVO S-S;Privada;92.100;90.400;88.300;98.000;;0.920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;INSTITUTO DOM BARRETO CENTRO;Privada;88.900;84.300;87.800;100.000;;0.902;;;;;;;;;;;;;;;;;;;429.880;371.200;8.284;;;;;;;;;;7.500;;;;7.600;7.700
PI;Teresina;UNIDADE ESCOLAR CENECISTA POPULAR DE TERESINA;Privada;94.200;90.000;94.000;100.000;;0.945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;COLEGIO CERTO;Privada;98.600;98.200;97.700;100.000;;0.986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;SOC EDUC MERITO D MARTONNE;Privada;94.600;100.000;87.500;100.000;;0.955;;;;;;;;;;;;;;;;;;;330.680;315.000;6.049;;;;;;;;;;5.800;;;;6.000;6.100
PI;Teresina;COLEGIO CASTRO ALVES;Privada;93.900;84.200;100.000;100.000;;0.941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;CEV COLEGIO UNIDADE JOCKEY;Privada;98.700;100.000;100.000;96.000;;0.986;;;;;;;;;;;;;;;;;;;426.890;372.270;8.258;;;;;;;;;;8.100;;;;8.200;8.300
PI;Teresina;ESCOLA MARISTA CHAMPAGNAT DE TERESINA;Privada;90.400;84.300;92.100;97.100;;0.909;;;;;;;;;;;;;;;;;;;313.070;301.940;5.607;;;;;;;;;;5.100;;;;5.300;5.500
PI;Teresina;ESCOLA SAO JOSE DE RIBAMAR;Privada;94.700;91.900;92.600;100.000;;0.947;;;;;;;;;;;;;;;;;;;310.790;304.810;5.618;;;;;;;;;;5.300;;;;5.500;5.700
PI;Teresina;COLEGIO CPI;Privada;98.500;96.800;98.400;99.700;;0.983;;;;;;;;;;;;;;;;;;;319.880;311.160;5.840;;;;;;;;;;5.700;;;;5.900;6.100
PI;Teresina;EINSTEIN SISTEMA DE ENSINO - UNIDADE I;Privada;95.900;93.100;96.400;100.000;;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;COLEGIO OBJETIVO DIF;Privada;95.800;;;95.800;;0.958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;COLEGIO OBJETIVO;Privada;90.800;91.600;87.500;93.500;;0.908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;GRUPO EDUCACIONAL CEV - UNIDADE KENNEDY;Privada;94.600;91.800;93.300;100.000;;0.949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;COLEGIO E CURSO SECULUS;Privada;97.800;95.800;97.800;100.000;;0.978;;;;;;;;;;;;;;;;;;;315.070;316.580;5.854;;;;;;;;;;5.700;;;;5.900;6.100
PI;Teresina;INSTITUTO EDUCACIONAL DA CRIANCA - INEC;Privada;90.100;83.300;93.300;100.000;;0.917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;COLEGIO SAO JUDAS TADEU;Privada;98.600;100.000;97.800;97.900;;0.986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;CEV COLEGIO;Privada;94.000;89.700;92.600;99.500;;0.938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PI;Teresina;CURSO GILBERTO CAMPELO;Privada;96.900;91.700;96.300;100.000;;0.959;;;;;;;;;;;;;;;;;;;309.070;317.550;5.784;;;;;;;;;;5.500;;;;5.700;5.900
CE;Acaraú;VIRGEM PODEROSA ESC;Privada;96.200;93.900;97.000;100.000;;0.969;;;;;;;;;;;;;;;;;;;303.470;295.910;5.382;;;;;;;;;;5.200;;;;5.400;5.600
CE;Aquiraz;CASTRO INSTITUTO DE EDUCACAO;Privada;95.000;94.300;93.100;100.000;;0.957;;;;;;;;;;;;;;;;;;;346.040;321.780;6.367;;;;;;;;;;6.100;;;;6.300;6.400
CE;Cascavel;COLEGIO CASCAVELENSE;Privada;98.500;95.600;100.000;100.000;;0.985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CE;Crato;PEQUENO PRINCIPE COLEGIO;Privada;99.000;97.900;100.000;99.200;;0.990;;;;;;;;;;;;;;;;;;;337.590;314.680;6.142;;;;;;;;;;6.100;;;;6.300;6.400
CE;Fortaleza;BATISTA SANTOS DUMONT COL;Privada;98.400;95.200;100.000;100.000;;0.983;;;;;;;;;;;;;;;;;;;339.690;323.270;6.300;;;;;;;;;;6.200;;;;6.400;6.500
CE;Fortaleza;ECA DE QUEIROS COLEGIO;Privada;98.000;95.700;98.000;100.000;;0.979;;;;;;;;;;;;;;;;;;;285.890;285.400;4.977;;;;;;;;;;4.900;;;;5.100;5.300
